date,party,votes
2018-09-02,UP,16.2852457306646
2018-09-02,ERC,2.9001326958837583
2018-09-02,VOX,2.168837907712504
2018-09-02,PDC,1.6374482419400254
2018-09-02,PAC,1.6302415967996298
2018-09-02,PNV,1.1734002097911884
2018-09-02,BIL,0.7309452254867596
2018-09-02,CC,0.3862341897796585
2018-09-02,COM,0
2018-09-02,MAR,0
2018-08-31,PSOE,26.44678639083917
2018-08-31,PP,23.551718890860087
2018-08-31,Cs,21.7588799367224
2018-08-31,UP,16.256574445574927
2018-08-31,ERC,2.891561294212313
2018-08-31,VOX,1.9889706989711993
2018-08-31,PAC,1.6551859781130045
2018-08-31,PDC,1.6325108613117068
2018-08-31,PNV,1.1791147862220015
2018-08-31,BIL,0.7260870193772436
2018-08-31,CC,0.3987679413261004
2018-08-31,COM,0
2018-08-31,MAR,0
2018-08-29,PSOE,26.44484155704383
2018-08-29,PP,23.591393417119846
2018-08-29,Cs,21.749636578208385
2018-08-29,UP,16.259837512609128
2018-08-29,ERC,2.895593384982185
2018-08-29,VOX,1.9812064412503068
2018-08-29,PAC,1.646780326571503
2018-08-29,PDC,1.6263715012872988
2018-08-29,PNV,1.1825103174014775
2018-08-29,BIL,0.7265886211771466
2018-08-29,CC,0.40132110820343603
2018-08-29,COM,0
2018-08-29,MAR,0
2018-08-27,PSOE,26.424444140155032
2018-08-27,PP,23.58100490579862
2018-08-27,Cs,21.779617065699494
2018-08-27,UP,16.267570439413184
2018-08-27,ERC,2.8975026788814464
2018-08-27,VOX,1.9730375249597003
2018-08-27,PAC,1.638158091053841
2018-08-27,PDC,1.6225182661584852
2018-08-27,PNV,1.187699371278768
2018-08-27,BIL,0.7254927275627779
2018-08-27,CC,0.40674744473426505
2018-08-27,COM,0
2018-08-27,MAR,0
2018-08-25,PSOE,26.42142991251951
2018-08-25,PP,23.598130363190435
2018-08-25,Cs,21.772969562022247
2018-08-25,UP,16.269832620660004
2018-08-25,ERC,2.8950354926220654
2018-08-25,VOX,1.9730375249597
2018-08-25,PAC,1.6378570064903444
2018-08-25,PDC,1.6237571878527652
2018-08-25,PNV,1.1883677600162832
2018-08-25,BIL,0.725430313399148
2018-08-25,CC,0.406397079635214
2018-08-25,COM,0
2018-08-25,MAR,0
2018-08-23,PSOE,26.410979231602635
2018-08-23,PP,23.555293530115584
2018-08-23,Cs,21.881802379481783
2018-08-23,UP,16.263951804693463
2018-08-23,ERC,2.913655394921669
2018-08-23,VOX,1.9761686117775297
2018-08-23,PAC,1.637511411967084
2018-08-23,PDC,1.5955912147799534
2018-08-23,PNV,1.1829311864251395
2018-08-23,BIL,0.7253633832732244
2018-08-23,CC,0.4060402877742914
2018-08-23,COM,0
2018-08-23,MAR,0
2018-08-21,PSOE,26.404981160596982
2018-08-21,PP,23.56817437544895
2018-08-21,Cs,21.890249433083007
2018-08-21,UP,16.265299053497586
2018-08-21,ERC,2.9134769014444135
2018-08-21,VOX,1.97616861177753
2018-08-21,PAC,1.6371147871506329
2018-08-21,PDC,1.5932868814274013
2018-08-21,PNV,1.1829285373314333
2018-08-21,BIL,0.7252837173921697
2018-08-21,CC,0.40563450987545063
2018-08-21,COM,0
2018-08-21,MAR,0
2018-08-19,PSOE,26.484086455799186
2018-08-19,PP,23.951906704061713
2018-08-19,Cs,21.885164083393544
2018-08-19,UP,16.365173871280096
2018-08-19,ERC,2.914140560376121
2018-08-19,VOX,2.0254212683181296
2018-08-19,PAC,1.6565479023584577
2018-08-19,PDC,1.5816551102908931
2018-08-19,PNV,1.1821027551544536
2018-08-19,BIL,0.7371555932516761
2018-08-19,CC,0.4037040496396158
2018-08-19,COM,0
2018-08-19,MAR,0
2018-08-17,PSOE,26.532393443671296
2018-08-17,PP,24.02251054284067
2018-08-17,Cs,21.788113708905385
2018-08-17,UP,16.18029607296568
2018-08-17,ERC,2.9557395430974043
2018-08-17,VOX,2.0284717549355866
2018-08-17,PDC,1.5679137427178444
2018-08-17,PAC,1.5648413983378615
2018-08-17,PNV,1.181694587380009
2018-08-17,BIL,0.7332370660780199
2018-08-17,CC,0.3841201228639038
2018-08-17,COM,0
2018-08-17,MAR,0
2018-08-15,PSOE,26.529233350555593
2018-08-15,PP,24.04532974652818
2018-08-15,Cs,21.673545744739485
2018-08-15,UP,16.10766847913944
2018-08-15,ERC,2.9926152967134656
2018-08-15,VOX,2.0284717549355866
2018-08-15,PDC,1.564541943934474
2018-08-15,PAC,1.546881646983856
2018-08-15,PNV,1.1808551236613063
2018-08-15,BIL,0.7526139152432669
2018-08-15,CC,0.38061748259722883
2018-08-15,COM,0
2018-08-15,MAR,0
2018-08-13,PSOE,26.629612630053632
2018-08-13,PP,24.12254292841376
2018-08-13,Cs,21.638214212970446
2018-08-13,UP,16.10878572408223
2018-08-13,ERC,2.9962530878782623
2018-08-13,VOX,2.0284717549355866
2018-08-13,PDC,1.567298130395356
2018-08-13,PAC,1.5276066149587253
2018-08-13,PNV,1.1779409000471759
2018-08-13,BIL,0.7549217472997993
2018-08-13,CC,0.3771610287887368
2018-08-13,COM,0
2018-08-13,MAR,0
2018-08-11,PSOE,26.618034410803357
2018-08-11,PP,24.130297391393434
2018-08-11,Cs,21.621824566799233
2018-08-11,UP,16.0976180162762
2018-08-11,ERC,3.0089241826515227
2018-08-11,VOX,2.0284717549355866
2018-08-11,PDC,1.5709241339495714
2018-08-11,PAC,1.5070722377119328
2018-08-11,PNV,1.1839001310622947
2018-08-11,BIL,0.7573919056404822
2018-08-11,CC,0.3734660679669639
2018-08-11,COM,0
2018-08-11,MAR,0
2018-08-09,PSOE,26.63327748888076
2018-08-09,PP,24.19901188316288
2018-08-09,Cs,21.56982791861644
2018-08-09,UP,16.097712581702655
2018-08-09,ERC,3.0127903287005817
2018-08-09,VOX,2.0284717549355866
2018-08-09,PDC,1.5737974140381263
2018-08-09,PAC,1.4853676866884253
2018-08-09,PNV,1.1806350389626277
2018-08-09,BIL,0.7602333725913082
2018-08-09,CC,0.3691013519152793
2018-08-09,COM,0
2018-08-09,MAR,0
2018-08-07,PSOE,26.64738121793182
2018-08-07,PP,24.262590287004674
2018-08-07,Cs,21.52171777748818
2018-08-07,UP,16.09780007880433
2018-08-07,ERC,3.016448176456082
2018-08-07,VOX,2.0284717549355866
2018-08-07,PDC,1.5765158889714268
2018-08-07,PAC,1.462616241128943
2018-08-07,PNV,1.1775458618708368
2018-08-07,BIL,0.7629525489807997
2018-08-07,CC,0.36503923672529326
2018-08-07,COM,0
2018-08-07,MAR,0
2018-08-05,PSOE,26.660347983898795
2018-08-05,PP,24.316759377485102
2018-08-05,Cs,21.479181600792355
2018-08-05,UP,16.099127153080506
2018-08-05,ERC,3.02002604983107
2018-08-05,VOX,2.028471754935587
2018-08-05,PDC,1.578923503289955
2018-08-05,PAC,1.4389743243585857
2018-08-05,PNV,1.1746460350633758
2018-08-05,BIL,0.7655327619272945
2018-08-05,CC,0.36128436712723383
2018-08-05,COM,0
2018-08-05,MAR,0
2018-08-03,PSOE,26.656352696022672
2018-08-03,PP,24.36670215657793
2018-08-03,Cs,21.45271678006223
2018-08-03,UP,16.08450763197497
2018-08-03,ERC,3.0234666118503672
2018-08-03,VOX,2.0289362113879292
2018-08-03,PDC,1.5803430703963641
2018-08-03,PAC,1.4407564395659194
2018-08-03,PNV,1.1737246945218023
2018-08-03,BIL,0.764966092071418
2018-08-03,CC,0.3597828653723727
2018-08-03,COM,0
2018-08-03,MAR,0
2018-08-01,PSOE,26.665654817944954
2018-08-01,PP,24.400500675325222
2018-08-01,Cs,21.417247551907817
2018-08-01,UP,16.08007973874266
2018-08-01,ERC,3.027007575018718
2018-08-01,VOX,2.029004897932942
2018-08-01,PDC,1.5822353104962634
2018-08-01,PAC,1.4406472150113039
2018-08-01,PNV,1.172601239036045
2018-08-01,BIL,0.7641736580365974
2018-08-01,CC,0.3580031353454523
2018-08-01,COM,0
2018-08-01,MAR,0
2018-07-30,PSOE,26.68904633386373
2018-07-30,PP,24.432729849450702
2018-07-30,Cs,21.35848627720353
2018-07-30,UP,16.085602931743047
2018-07-30,ERC,3.0303898625643906
2018-07-30,VOX,2.0290836547829962
2018-07-30,PDC,1.5840427566116353
2018-07-30,PAC,1.4405221337572307
2018-07-30,PNV,1.171528127196996
2018-07-30,BIL,0.7634048841877235
2018-07-30,CC,0.3563061643943343
2018-07-30,COM,0
2018-07-30,MAR,0
2018-07-28,PSOE,26.710324508374843
2018-07-28,PP,24.461979010958448
2018-07-28,Cs,21.30344859897714
2018-07-28,UP,16.091068727200344
2018-07-28,ERC,3.0337253279436442
2018-07-28,VOX,2.029173930670816
2018-07-28,PDC,1.5856123253995011
2018-07-28,PAC,1.440378963898457
2018-07-28,PNV,1.1706400102826988
2018-07-28,BIL,0.7626697598580765
2018-07-28,CC,0.3546951098497678
2018-07-28,COM,0
2018-07-28,MAR,0
2018-07-26,PSOE,26.81328958652808
2018-07-26,PP,24.522489113443882
2018-07-26,Cs,21.19953165645363
2018-07-26,UP,16.111345171674298
2018-07-26,ERC,3.0250340872019086
2018-07-26,VOX,1.6810842155014978
2018-07-26,PDC,1.592918806765902
2018-07-26,PAC,1.2449265235205798
2018-07-26,PNV,1.16784052735937
2018-07-26,BIL,0.7665058364342326
2018-07-26,CC,0.35317792070444476
2018-07-26,COM,0
2018-07-26,MAR,0
2018-07-24,PSOE,26.82410146464413
2018-07-24,PP,24.34930433045299
2018-07-24,Cs,21.296815032766943
2018-07-24,UP,16.133544139339136
2018-07-24,ERC,3.017571297993915
2018-07-24,VOX,1.845643745766258
2018-07-24,PDC,1.5891797044869498
2018-07-24,PAC,1.288439018154074
2018-07-24,PNV,1.1680626786986619
2018-07-24,BIL,0.7745960215529706
2018-07-24,CC,0.35333866584778323
2018-07-24,COM,0
2018-07-24,MAR,0
2018-07-22,PSOE,26.725755629761068
2018-07-22,PP,24.25499758033929
2018-07-22,Cs,21.341717452382863
2018-07-22,UP,16.137539442032033
2018-07-22,ERC,3.0222493640767008
2018-07-22,VOX,2.0919145316187513
2018-07-22,PDC,1.5600322879394701
2018-07-22,PAC,1.3086655570494878
2018-07-22,PNV,1.1694823702072832
2018-07-22,BIL,0.7718750261651572
2018-07-22,CC,0.35486470668531184
2018-07-22,COM,0
2018-07-22,MAR,0
2018-07-20,PSOE,26.68944757311065
2018-07-20,PP,24.08540264286644
2018-07-20,Cs,21.44444691378075
2018-07-20,UP,16.15554523161928
2018-07-20,ERC,3.039603151339051
2018-07-20,VOX,1.7174857013195337
2018-07-20,PDC,1.5451321586505298
2018-07-20,PAC,1.375070529313429
2018-07-20,PNV,1.1691269196121559
2018-07-20,BIL,0.7703011849250484
2018-07-20,CC,0.3529491731797563
2018-07-20,COM,0
2018-07-20,MAR,0
2018-07-18,PSOE,26.90040200892005
2018-07-18,PP,23.316089025850147
2018-07-18,Cs,21.852702634871683
2018-07-18,UP,16.368344560518214
2018-07-18,ERC,3.0490409545401995
2018-07-18,VOX,1.7173287727800264
2018-07-18,PDC,1.530641132491295
2018-07-18,PAC,1.3754110008729097
2018-07-18,PNV,1.1684930945538057
2018-07-18,BIL,0.7700101414233681
2018-07-18,CC,0.35049114875476245
2018-07-18,COM,0
2018-07-18,MAR,0
2018-07-16,PSOE,26.90168158400766
2018-07-16,PP,23.170460041326777
2018-07-16,Cs,21.968075511291556
2018-07-16,UP,16.38455661511043
2018-07-16,ERC,3.058284809164959
2018-07-16,VOX,1.7171917073691236
2018-07-16,PDC,1.5164323873247298
2018-07-16,PAC,1.375708745513629
2018-07-16,PNV,1.167854619050534
2018-07-16,BIL,0.7697112467264647
2018-07-16,CC,0.3479630996461523
2018-07-16,COM,0
2018-07-16,MAR,0
2018-07-14,PSOE,26.90291534081499
2018-07-14,PP,23.028315373680613
2018-07-14,Cs,22.08068372483536
2018-07-14,UP,16.412581717441455
2018-07-14,ERC,3.0672659163587035
2018-07-14,VOX,1.7170720455053288
2018-07-14,PDC,1.5026302422955538
2018-07-14,PAC,1.3759689658286303
2018-07-14,PNV,1.1672303939438216
2018-07-14,BIL,0.7694056221384876
2018-07-14,CC,0.3453896254831993
2018-07-14,COM,0
2018-07-14,MAR,0
2018-07-12,PSOE,26.905247080463976
2018-07-12,PP,22.891292038570885
2018-07-12,Cs,22.188558313102583
2018-07-12,UP,16.43960739994474
2018-07-12,ERC,3.076034677655021
2018-07-12,VOX,1.716259889217944
2018-07-12,PDC,1.4893260451720642
2018-07-12,PAC,1.375508157736785
2018-07-12,PNV,1.1663811647623947
2018-07-12,BIL,0.7692694913808298
2018-07-12,CC,0.34240203015930704
2018-07-12,COM,0
2018-07-12,MAR,0
2018-07-10,PSOE,26.861736494759285
2018-07-10,PP,22.704712593599375
2018-07-10,Cs,22.329657252812275
2018-07-10,UP,16.4777870254292
2018-07-10,ERC,3.0823886331860173
2018-07-10,VOX,1.716259889217944
2018-07-10,PDC,1.4736187098498483
2018-07-10,PAC,1.375796347621258
2018-07-10,PNV,1.167381372443263
2018-07-10,BIL,0.7693210650360424
2018-07-10,CC,0.3393503940209486
2018-07-10,COM,0
2018-07-10,MAR,0
2018-07-08,PSOE,26.663134987093205
2018-07-08,Cs,22.593688554757513
2018-07-08,PP,22.495684193172483
2018-07-08,UP,16.601575920935186
2018-07-08,ERC,3.0500635780034884
2018-07-08,VOX,1.716259889217944
2018-07-08,PDC,1.4880541058751515
2018-07-08,PAC,1.4663329544277186
2018-07-08,PNV,1.1715401725975936
2018-07-08,BIL,0.7641536723551097
2018-07-08,CC,0.33626036006070675
2018-07-08,COM,0
2018-07-08,MAR,0
2018-07-06,PSOE,26.666228737341232
2018-07-06,Cs,22.656201127164444
2018-07-06,PP,22.387104454299273
2018-07-06,UP,16.620554746027487
2018-07-06,ERC,3.0518967694024086
2018-07-06,VOX,1.716259889217944
2018-07-06,PDC,1.4860628564732725
2018-07-06,PAC,1.4665650908561825
2018-07-06,PNV,1.1738787727516309
2018-07-06,BIL,0.7640913144181044
2018-07-06,CC,0.33332368886059477
2018-07-06,COM,0
2018-07-06,MAR,0
2018-07-04,PSOE,26.63813811123834
2018-07-04,Cs,22.714418917256594
2018-07-04,PP,22.309210636316497
2018-07-04,UP,16.637758468640556
2018-07-04,ERC,3.046204363278563
2018-07-04,VOX,1.717567178513197
2018-07-04,PDC,1.4849674106780533
2018-07-04,PAC,1.474923609128478
2018-07-04,PNV,1.1771625933455974
2018-07-04,BIL,0.7650968210590064
2018-07-04,CC,0.3342350298867245
2018-07-04,COM,0
2018-07-04,MAR,0
2018-07-02,PSOE,26.585699408912493
2018-07-02,Cs,22.754516582771114
2018-07-02,PP,22.2820562163137
2018-07-02,UP,16.64373296211071
2018-07-02,ERC,3.0320063551390164
2018-07-02,VOX,1.7175671785131972
2018-07-02,PAC,1.4889368884990186
2018-07-02,PDC,1.4845490620347577
2018-07-02,PNV,1.1804930179171615
2018-07-02,BIL,0.7660911810461524
2018-07-02,CC,0.3386576372299594
2018-07-02,COM,0
2018-07-02,MAR,0
2018-06-30,PSOE,26.606116183893587
2018-06-30,Cs,22.894261393680456
2018-06-30,PP,22.205413835656774
2018-06-30,UP,16.50017586044524
2018-06-30,ERC,3.0374677053075834
2018-06-30,VOX,1.7175671785131974
2018-06-30,PAC,1.5020138983864868
2018-06-30,PDC,1.4569081218877333
2018-06-30,PNV,1.1719152080449569
2018-06-30,BIL,0.7674076290576451
2018-06-30,CC,0.34274420981890674
2018-06-30,COM,0
2018-06-30,MAR,0
2018-06-28,PSOE,26.567809863276302
2018-06-28,Cs,22.908708290073246
2018-06-28,PP,22.216665267468894
2018-06-28,UP,16.4925525569371
2018-06-28,ERC,3.0241948947154045
2018-06-28,VOX,1.717567178513197
2018-06-28,PAC,1.5141321531193224
2018-06-28,PDC,1.4602325219953618
2018-06-28,PNV,1.1733414295771427
2018-06-28,BIL,0.7689930330490976
2018-06-28,CC,0.3463260861099704
2018-06-28,COM,0
2018-06-28,MAR,0
2018-06-26,PSOE,26.53225032521969
2018-06-26,Cs,22.94892678585898
2018-06-26,PP,22.19485281503825
2018-06-26,UP,16.488124964772126
2018-06-26,ERC,3.0098942884833986
2018-06-26,VOX,1.717567178513197
2018-06-26,PAC,1.5252893886296712
2018-06-26,PDC,1.4644769276516831
2018-06-26,PNV,1.1742764164481234
2018-06-26,BIL,0.7698534788906237
2018-06-26,CC,0.35102594969414014
2018-06-26,COM,0
2018-06-26,MAR,0
2018-06-24,PSOE,26.496554335223983
2018-06-24,Cs,22.989268435201527
2018-06-24,PP,22.172940244901906
2018-06-24,UP,16.483694542659716
2018-06-24,ERC,2.9957057759454493
2018-06-24,VOX,1.717567178513197
2018-06-24,PAC,1.5355006784690426
2018-06-24,PDC,1.4686880640114885
2018-06-24,PNV,1.1752238739092717
2018-06-24,BIL,0.7707048985871231
2018-06-24,CC,0.3557499906090028
2018-06-24,COM,0
2018-06-24,MAR,0
2018-06-22,PSOE,26.459005993190694
2018-06-22,Cs,23.030088822248594
2018-06-22,PP,22.151552341393643
2018-06-22,UP,16.478506417433127
2018-06-22,ERC,2.981739225423934
2018-06-22,VOX,1.717567178513197
2018-06-22,PAC,1.5447952909862606
2018-06-22,PDC,1.472814871323037
2018-06-22,PNV,1.1761609984919636
2018-06-22,BIL,0.7715395706686936
2018-06-22,CC,0.36045246610383774
2018-06-22,COM,0
2018-06-22,MAR,0
2018-06-20,PSOE,26.31036930466296
2018-06-20,Cs,23.07740847405502
2018-06-20,PP,22.302330852063346
2018-06-20,UP,16.393902391848666
2018-06-20,ERC,2.961754096782263
2018-06-20,VOX,1.7175671785131972
2018-06-20,PAC,1.5766838585186855
2018-06-20,PDC,1.4704040437450765
2018-06-20,PNV,1.1849414239146532
2018-06-20,BIL,0.7727360451515054
2018-06-20,CC,0.3648622429472792
2018-06-20,COM,0
2018-06-20,MAR,0
2018-06-18,PSOE,26.33244998422894
2018-06-18,Cs,23.101088595534634
2018-06-18,PP,22.31233108750113
2018-06-18,UP,16.377808446263348
2018-06-18,ERC,2.951237876757764
2018-06-18,VOX,1.6846078493923065
2018-06-18,PAC,1.5755944273177034
2018-06-18,PDC,1.4804987286746898
2018-06-18,PNV,1.1811068489682053
2018-06-18,BIL,0.7739768203168031
2018-06-18,CC,0.36182231622815686
2018-06-18,COM,0
2018-06-18,MAR,0
2018-06-16,PSOE,26.27712664437935
2018-06-16,Cs,23.12949084200581
2018-06-16,PP,22.35775176864259
2018-06-16,UP,16.38868182985494
2018-06-16,ERC,2.9422028755408194
2018-06-16,VOX,1.650923777270825
2018-06-16,PAC,1.5745372795722024
2018-06-16,PDC,1.4977057311988184
2018-06-16,PNV,1.1774230258425415
2018-06-16,BIL,0.7755484170453582
2018-06-16,CC,0.3577913860454609
2018-06-16,COM,0
2018-06-16,MAR,0
2018-06-14,PSOE,26.294984763185894
2018-06-14,Cs,23.134467807739068
2018-06-14,PP,22.388914509678443
2018-06-14,UP,16.373528929131112
2018-06-14,ERC,2.9336349242299273
2018-06-14,VOX,1.6168238786319076
2018-06-14,PAC,1.5735206787952583
2018-06-14,PDC,1.5069761558201737
2018-06-14,PNV,1.1737957669071448
2018-06-14,BIL,0.7771229453106777
2018-06-14,CC,0.3536645692337038
2018-06-14,COM,0
2018-06-14,MAR,0
2018-06-12,PSOE,25.884046572682777
2018-06-12,Cs,23.533325473659552
2018-06-12,PP,22.25348972318548
2018-06-12,UP,16.495420268227125
2018-06-12,ERC,2.9254127613871512
2018-06-12,VOX,1.5826327629854873
2018-06-12,PAC,1.5725515225442843
2018-06-12,PDC,1.5158724413022775
2018-06-12,PNV,1.1702302993110887
2018-06-12,BIL,0.7786423923788837
2018-06-12,CC,0.34960533917873843
2018-06-12,COM,0
2018-06-12,MAR,0
2018-06-10,PSOE,25.823375328408336
2018-06-10,Cs,23.573561580863927
2018-06-10,PP,22.286113359499666
2018-06-10,UP,16.513951452454535
2018-06-10,ERC,2.9266401315961015
2018-06-10,PAC,1.5716352154205726
2018-06-10,VOX,1.5486785206902713
2018-06-10,PDC,1.521642167663295
2018-06-10,PNV,1.1668700889491121
2018-06-10,BIL,0.7800583051656181
2018-06-10,CC,0.34575381942752476
2018-06-10,COM,0
2018-06-10,MAR,0
2018-06-08,PSOE,25.765028469584315
2018-06-08,Cs,23.661773013461175
2018-06-08,PP,22.249693475896432
2018-06-08,UP,16.525350885392054
2018-06-08,ERC,2.937462552309313
2018-06-08,PAC,1.5707756329390516
2018-06-08,PDC,1.5217263537213939
2018-06-08,VOX,1.515280231624043
2018-06-08,PNV,1.1594932833448115
2018-06-08,BIL,0.783937077423961
2018-06-08,CC,0.332225492830288
2018-06-08,COM,0
2018-06-08,MAR,0
2018-06-06,PSOE,25.681829425392994
2018-06-06,Cs,23.731843465084037
2018-06-06,PP,22.242588295903204
2018-06-06,UP,16.57536842487679
2018-06-06,ERC,2.932927807164984
2018-06-06,PAC,1.5741393993371113
2018-06-06,PDC,1.5277047336411587
2018-06-06,VOX,1.4992062181554295
2018-06-06,PNV,1.1589608651714667
2018-06-06,BIL,0.784585645695857
2018-06-06,CC,0.33040314945113675
2018-06-06,COM,0
2018-06-06,MAR,0
2018-06-04,PSOE,25.17770926230065
2018-06-04,Cs,24.17940498579731
2018-06-04,PP,21.897236603234436
2018-06-04,UP,16.877655793626175
2018-06-04,ERC,2.977893429847263
2018-06-04,PAC,1.5666356851750942
2018-06-04,PDC,1.5581315407380683
2018-06-04,VOX,1.4468182015662052
2018-06-04,PNV,1.179967165292685
2018-06-04,BIL,0.8195479608511307
2018-06-04,CC,0.31159905403053345
2018-06-04,COM,0
2018-06-04,MAR,0
2018-06-02,PSOE,24.979800156619067
2018-06-02,Cs,24.623687731743768
2018-06-02,PP,21.769694416301395
2018-06-02,UP,16.982052422827856
2018-06-02,ERC,2.9709767586530096
2018-06-02,PAC,1.5804322553908736
2018-06-02,PDC,1.5625652905507095
2018-06-02,VOX,1.473450122072157
2018-06-02,PNV,1.1859552823897983
2018-06-02,BIL,0.8207517549136605
2018-06-02,CC,0.3146678530538052
2018-06-02,COM,0
2018-06-02,MAR,0
2018-05-31,Cs,24.81223542064957
2018-05-31,PSOE,24.59988950491969
2018-05-31,PP,21.63977146224778
2018-05-31,UP,17.094132334611388
2018-05-31,ERC,2.963755434970955
2018-05-31,PAC,1.5940928414726887
2018-05-31,PDC,1.5671943298129678
2018-05-31,VOX,1.5004300930284407
2018-05-31,PNV,1.1920945654628687
2018-05-31,BIL,0.8219752526926075
2018-05-31,CC,0.3179368515795645
2018-05-31,COM,0
2018-05-31,MAR,0
2018-05-29,Cs,25.204209147503597
2018-05-29,PSOE,24.294123270090036
2018-05-29,PP,21.52845128160963
2018-05-29,UP,17.157307615321226
2018-05-29,ERC,2.9390609344400564
2018-05-29,PAC,1.6074906482227607
2018-05-29,PDC,1.5638246622110796
2018-05-29,VOX,1.5275017344399204
2018-05-29,PNV,1.18809934506819
2018-05-29,BIL,0.8231655082419316
2018-05-29,CC,0.3213395813598894
2018-05-29,COM,0
2018-05-29,MAR,0
2018-05-27,Cs,25.41119392702945
2018-05-27,PSOE,24.003389593764364
2018-05-27,PP,21.38622782798986
2018-05-27,UP,17.305837072114503
2018-05-27,ERC,2.917962478036814
2018-05-27,PAC,1.6205086226986751
2018-05-27,PDC,1.5865131200037679
2018-05-27,VOX,1.5544051693339922
2018-05-27,PNV,1.1994441196379406
2018-05-27,BIL,0.8240311485339046
2018-05-27,CC,0.32443684121403255
2018-05-27,COM,0
2018-05-27,MAR,0
2018-05-25,Cs,25.547210285589735
2018-05-25,PSOE,23.822217280687987
2018-05-25,PP,21.291104033406565
2018-05-25,UP,17.389525150322637
2018-05-25,ERC,2.9207163623783146
2018-05-25,PAC,1.6241086897992942
2018-05-25,PDC,1.5848619588528048
2018-05-25,VOX,1.5808869238650005
2018-05-25,PNV,1.2047696227899558
2018-05-25,BIL,0.8273898878030366
2018-05-25,CC,0.3275223569403134
2018-05-25,COM,0
2018-05-25,MAR,0
2018-05-23,Cs,25.65154612622787
2018-05-23,PSOE,23.67307400505856
2018-05-23,PP,21.212965628767705
2018-05-23,UP,17.44854289723349
2018-05-23,ERC,2.9328560438308893
2018-05-23,PAC,1.6184399153979239
2018-05-23,VOX,1.6067093155797374
2018-05-23,PDC,1.5793138848194115
2018-05-23,PNV,1.2102392470989696
2018-05-23,BIL,0.8333910731358025
2018-05-23,CC,0.33056549274944974
2018-05-23,COM,0
2018-05-23,MAR,0
2018-05-21,Cs,26.409272774692266
2018-05-21,PSOE,22.6240730470255
2018-05-21,PP,21.19947192291851
2018-05-21,UP,17.58802906806978
2018-05-21,ERC,2.9157564971836365
2018-05-21,VOX,1.6316586068227368
2018-05-21,PAC,1.6131527141317614
2018-05-21,PDC,1.5820147346241415
2018-05-21,PNV,1.2165005523483912
2018-05-21,BIL,0.8479224848116038
2018-05-21,CC,0.34473366084612916
2018-05-21,COM,0
2018-05-21,MAR,0
2018-05-19,Cs,26.399483937613955
2018-05-19,PSOE,22.51701855258426
2018-05-19,PP,21.25210390701436
2018-05-19,UP,17.658165595927883
2018-05-19,ERC,2.918650555183707
2018-05-19,VOX,1.6316586068227368
2018-05-19,PAC,1.6131527141317614
2018-05-19,PDC,1.5862011956882758
2018-05-19,PNV,1.2197426475790176
2018-05-19,BIL,0.8382556017640558
2018-05-19,CC,0.3424104809218522
2018-05-19,COM,0
2018-05-19,MAR,0
2018-05-17,Cs,26.468602553097938
2018-05-17,PSOE,22.422629896443212
2018-05-17,PP,21.250752020613675
2018-05-17,UP,17.68902313889187
2018-05-17,ERC,2.9190753622915326
2018-05-17,VOX,1.631658606822737
2018-05-17,PAC,1.6126877962598216
2018-05-17,PDC,1.5868474878106156
2018-05-17,PNV,1.2201790266270376
2018-05-17,BIL,0.8369540855659603
2018-05-17,CC,0.34201662695461615
2018-05-17,COM,0
2018-05-17,MAR,0
2018-05-15,Cs,26.540849281482963
2018-05-15,PSOE,22.324086258716708
2018-05-15,PP,21.249219285473398
2018-05-15,UP,17.721099610112066
2018-05-15,ERC,2.9195770928346496
2018-05-15,VOX,1.631658606822737
2018-05-15,PAC,1.6126186432976248
2018-05-15,PDC,1.587671246977591
2018-05-15,PNV,1.2206975167700724
2018-05-15,BIL,0.8354042703081888
2018-05-15,CC,0.3416385085591765
2018-05-15,COM,0
2018-05-15,MAR,0
2018-05-13,Cs,26.978666465825405
2018-05-13,PSOE,21.711912610700903
2018-05-13,PP,21.24596266309776
2018-05-13,UP,17.849010625866388
2018-05-13,ERC,2.965487981178202
2018-05-13,PDC,1.6375033243000987
2018-05-13,VOX,1.631658606822737
2018-05-13,PAC,1.612539224544448
2018-05-13,PNV,1.2212854403512587
2018-05-13,BIL,0.8336505874973698
2018-05-13,CC,0.3412144271396299
2018-05-13,COM,0
2018-05-13,MAR,0
2018-05-11,Cs,27.045907471710567
2018-05-11,PSOE,21.62920074227379
2018-05-11,PP,21.242018740337482
2018-05-11,UP,17.879007326447418
2018-05-11,ERC,2.9663559387923066
2018-05-11,PDC,1.6445481779306774
2018-05-11,VOX,1.6316586068227368
2018-05-11,PAC,1.612448022484226
2018-05-11,PNV,1.2219489345042143
2018-05-11,BIL,0.831667309369307
2018-05-11,CC,0.3407353891570516
2018-05-11,COM,0
2018-05-11,MAR,0
2018-05-09,Cs,27.112615930347026
2018-05-09,PSOE,21.547143949977485
2018-05-09,PP,21.238106053356436
2018-05-09,UP,17.908331950841827
2018-05-09,ERC,2.966936512830852
2018-05-09,PDC,1.6522066385665002
2018-05-09,VOX,1.631658606822737
2018-05-09,PAC,1.6123432973350897
2018-05-09,PNV,1.222696990176883
2018-05-09,BIL,0.8294312648652693
2018-05-09,CC,0.340200619819486
2018-05-09,COM,0
2018-05-09,MAR,0
2018-05-07,Cs,27.110555102953654
